|OUTPUT SUMMARY with options:
                Normalization method: MinMax
                Initial centroids: Actual|
|Initial 100 midpoints|
Fresh Milk Grocery Frozen Detergents_Paper Delicassen Cluster#
5181.0 22044.0 21531.0 1740.0 7353.0 4985.0 93
3366.0 5403.0 12974.0 4400.0 5977.0 1744.0 94
7057.0 9810.0 9568.0 1762.0 3293.0 1776.0 95
20874.0 1563.0 1783.0 2320.0 550.0 772.0 96
11519.0 6152.0 10868.0 584.0 5121.0 1476.0 97
1020.0 8816.0 12121.0 134.0 4508.0 1080.0 98
4760.0 1227.0 3250.0 3724.0 1247.0 1145.0 99
|Final midpoints|
Fresh Milk Grocery Frozen Detergents_Paper Delicassen Cluster# #Points %
2612.0 4339.0 3133.0 2088.0 820.0 985.0 0 10 2.27%
13265.0 1196.0 4221.0 6404.0 507.0 1788.0 1 3 0.68%
9.0 1534.0 7417.0 175.0 3468.0 27.0 2 1 0.23%
23.0 2616.0 8118.0 145.0 3874.0 217.0 3 7 1.59%
9898.0 961.0 2861.0 3151.0 242.0 833.0 4 10 2.27%
11867.0 3327.0 4814.0 1178.0 3837.0 120.0 5 1 0.23%
5417.0 9933.0 10487.0 38.0 7572.0 1282.0 6 5 1.14%
7823.0 6245.0 6544.0 4154.0 4074.0 964.0 7 7 1.59%
27329.0 1449.0 1947.0 2436.0 204.0 1333.0 8 9 2.05%
7864.0 542.0 4042.0 9735.0 165.0 46.0 9 5 1.14%
4591.0 15729.0 16709.0 33.0 6956.0 433.0 10 2 0.45%
491.0 10473.0 11532.0 744.0 5611.0 224.0 11 4 0.91%
11405.0 596.0 1638.0 3347.0 69.0 360.0 12 8 1.82%
9658.0 2182.0 1909.0 5639.0 215.0 323.0 13 11 2.50%
4967.0 21412.0 28921.0 1798.0 13583.0 1163.0 14 5 1.14%
24653.0 9465.0 12091.0 294.0 5058.0 2168.0 15 3 0.68%
16117.0 46197.0 92780.0 1026.0 40827.0 2944.0 16 1 0.23%
31276.0 1917.0 4469.0 9408.0 2381.0 4334.0 17 2 0.45%
10850.0 7555.0 14961.0 188.0 6899.0 46.0 18 3 0.68%
19899.0 5332.0 8713.0 8132.0 764.0 648.0 19 2 0.45%
9198.0 27472.0 32034.0 3232.0 18906.0 5130.0 20 4 0.91%
8352.0 2820.0 1293.0 779.0 656.0 144.0 21 7 1.59%
85.0 20959.0 45828.0 36.0 24231.0 1423.0 22 1 0.23%
10362.0 9232.0 11009.0 737.0 3537.0 2342.0 23 3 0.68%
40721.0 3916.0 5876.0 532.0 2587.0 1278.0 24 14 3.18%
3.0 2920.0 6252.0 440.0 223.0 709.0 25 4 0.91%
5876.0 6157.0 2933.0 839.0 370.0 4478.0 26 3 0.68%
6353.0 8808.0 7684.0 2405.0 3516.0 7844.0 27 2 0.45%
18601.0 6327.0 10099.0 2205.0 2767.0 3181.0 28 4 0.91%
43265.0 5025.0 8117.0 6312.0 1579.0 14351.0 29 1 0.23%
8190.0 6343.0 9794.0 1285.0 1901.0 1780.0 30 2 0.45%
15168.0 10556.0 12477.0 1920.0 6506.0 714.0 31 2 0.45%
13146.0 1124.0 4523.0 1420.0 549.0 497.0 32 7 1.59%
16705.0 2037.0 3202.0 10643.0 116.0 1365.0 33 10 2.27%
2446.0 7260.0 3993.0 5870.0 788.0 3095.0 34 2 0.45%
13779.0 1970.0 1648.0 596.0 227.0 436.0 35 4 0.91%
9396.0 11601.0 15775.0 2896.0 7677.0 1295.0 36 6 1.36%
1502.0 1979.0 2262.0 425.0 483.0 395.0 37 7 1.59%
12126.0 3199.0 6975.0 480.0 3140.0 545.0 38 2 0.45%
5567.0 871.0 2010.0 3383.0 375.0 569.0 39 8 1.82%
7579.0 4956.0 9426.0 1669.0 3321.0 2566.0 40 5 1.14%
717.0 3587.0 6532.0 7530.0 529.0 894.0 41 4 0.91%
630.0 11095.0 23998.0 787.0 9529.0 72.0 42 10 2.27%
4113.0 20484.0 25957.0 1158.0 8604.0 5206.0 43 3 0.68%
26373.0 36423.0 22019.0 5154.0 4337.0 16523.0 44 1 0.23%
7005.0 829.0 3009.0 430.0 610.0 529.0 45 17 3.86%
19176.0 3065.0 5956.0 2033.0 2575.0 2802.0 46 3 0.68%
1640.0 3259.0 3655.0 868.0 1202.0 1653.0 47 9 2.05%
12205.0 12697.0 28540.0 869.0 12034.0 1009.0 48 4 0.91%
21217.0 6208.0 14982.0 3095.0 6707.0 602.0 49 1 0.23%
24904.0 3836.0 5330.0 3443.0 454.0 3178.0 50 2 0.45%
17546.0 4519.0 4602.0 1066.0 2259.0 2124.0 51 6 1.36%
22647.0 9776.0 13792.0 2915.0 4482.0 5778.0 52 1 0.23%
14276.0 803.0 3045.0 485.0 100.0 518.0 53 10 2.27%
24025.0 4332.0 4757.0 9510.0 1145.0 5864.0 54 2 0.45%
22925.0 73498.0 32114.0 987.0 20070.0 903.0 55 1 0.23%
3347.0 4051.0 6996.0 239.0 1538.0 301.0 56 4 0.91%
16165.0 4230.0 7595.0 201.0 4003.0 57.0 57 4 0.91%
19913.0 6759.0 13462.0 1256.0 5141.0 834.0 58 1 0.23%
18815.0 3610.0 11107.0 1148.0 2134.0 2963.0 59 1 0.23%
31714.0 12319.0 11757.0 287.0 3881.0 2931.0 60 4 0.91%
6006.0 11093.0 18881.0 1159.0 7425.0 2098.0 61 5 1.14%
8590.0 3045.0 7854.0 96.0 4095.0 225.0 62 3 0.68%
20398.0 1137.0 3.0 4407.0 3.0 975.0 63 4 0.91%
7780.0 2495.0 9464.0 669.0 2518.0 501.0 64 2 0.45%
12754.0 2762.0 2530.0 8693.0 627.0 1117.0 65 8 1.82%
29729.0 4786.0 7326.0 6130.0 361.0 1083.0 66 3 0.68%
12669.0 9656.0 7561.0 214.0 2674.0 1338.0 67 2 0.45%
10253.0 1114.0 3821.0 397.0 964.0 412.0 68 4 0.91%
3103.0 14069.0 21955.0 1668.0 6792.0 1452.0 69 5 1.14%
10766.0 1175.0 2067.0 2096.0 301.0 167.0 70 8 1.82%
56159.0 555.0 902.0 10002.0 212.0 2916.0 71 1 0.23%
4420.0 5139.0 2661.0 8872.0 1321.0 181.0 72 2 0.45%
503.0 112.0 778.0 895.0 56.0 132.0 73 10 2.27%
219.0 9540.0 14403.0 283.0 7818.0 156.0 74 4 0.91%
22615.0 5410.0 7198.0 3915.0 1777.0 5185.0 75 2 0.45%
44466.0 54259.0 55571.0 7782.0 24171.0 6465.0 76 1 0.23%
688.0 5491.0 11091.0 833.0 4239.0 436.0 77 8 1.82%
11314.0 3090.0 2062.0 35009.0 71.0 2698.0 78 2 0.45%
18291.0 1266.0 21042.0 5373.0 4173.0 14472.0 79 1 0.23%
9413.0 8259.0 5126.0 666.0 1795.0 1451.0 80 4 0.91%
21632.0 1318.0 2886.0 266.0 918.0 405.0 81 4 0.91%
5626.0 12220.0 11323.0 206.0 5038.0 244.0 82 3 0.68%
6269.0 1095.0 1980.0 3860.0 609.0 2162.0 83 1 0.23%
29955.0 4362.0 5428.0 1729.0 862.0 4626.0 84 2 0.45%
5264.0 3683.0 5005.0 1057.0 2024.0 1130.0 85 2 0.45%
4098.0 29892.0 26866.0 2616.0 17740.0 1340.0 86 1 0.23%
43088.0 2100.0 2609.0 1200.0 1107.0 823.0 87 5 1.14%
9670.0 7027.0 10471.0 541.0 4618.0 65.0 88 2 0.45%
6137.0 5360.0 8040.0 129.0 3084.0 1603.0 89 6 1.36%
403.0 254.0 610.0 774.0 54.0 63.0 90 10 2.27%
5963.0 3648.0 6192.0 425.0 1716.0 750.0 91 5 1.14%
35942.0 38369.0 59598.0 3254.0 26701.0 2017.0 92 1 0.23%
5181.0 22044.0 21531.0 1740.0 7353.0 4985.0 93 3 0.68%
3366.0 5403.0 12974.0 4400.0 5977.0 1744.0 94 5 1.14%
7057.0 9810.0 9568.0 1762.0 3293.0 1776.0 95 1 0.23%
20874.0 1563.0 1783.0 2320.0 550.0 772.0 96 15 3.41%
11519.0 6152.0 10868.0 584.0 5121.0 1476.0 97 1 0.23%
1020.0 8816.0 12121.0 134.0 4508.0 1080.0 98 3 0.68%
4760.0 1227.0 3250.0 3724.0 1247.0 1145.0 99 6 1.36%
|Number of iteration: 12|
|Elapsed Time: 17.130023956298828 seconds|
|Square Error|
|Within Sum Square Error (WSSE): | 1.0681738698556125
|Between Sum Square Error (BSSE): | 23.85607063480991
|Total Sum Square Error (SSE): | 24.924244504665523
