|OUTPUT SUMMARY with options:
                Normalization method: MinMax
                Initial centroids: Actual|
|Initial 200 midpoints|
Fresh Milk Grocery Frozen Detergents_Paper Delicassen Cluster#
17623.0 4280.0 7305.0 2279.0 960.0 2616.0 123
9434.0 1042.0 1235.0 436.0 256.0 396.0 124
630.0 11095.0 23998.0 787.0 9529.0 72.0 125
9198.0 27472.0 32034.0 3232.0 18906.0 5130.0 126
26373.0 36423.0 22019.0 5154.0 4337.0 16523.0 127
11314.0 3090.0 2062.0 35009.0 71.0 2698.0 128
4591.0 15729.0 16709.0 33.0 6956.0 433.0 129
19046.0 2770.0 2469.0 8853.0 483.0 2708.0 130
2861.0 6570.0 9618.0 930.0 4004.0 1682.0 131
7057.0 9810.0 9568.0 1762.0 3293.0 1776.0 132
16117.0 46197.0 92780.0 1026.0 40827.0 2944.0 133
5387.0 4979.0 3343.0 825.0 637.0 929.0 134
15615.0 12653.0 19858.0 4425.0 7108.0 2379.0 135
4020.0 3234.0 1498.0 2395.0 264.0 255.0 136
7769.0 1936.0 2177.0 926.0 73.0 520.0 137
3009.0 521.0 854.0 3470.0 949.0 727.0 138
18044.0 1080.0 2000.0 2555.0 118.0 1266.0 139
14100.0 2132.0 3445.0 1336.0 1491.0 548.0 140
2612.0 4339.0 3133.0 2088.0 820.0 985.0 141
14276.0 803.0 3045.0 485.0 100.0 518.0 142
15587.0 1014.0 3970.0 910.0 139.0 1378.0 143
6137.0 5360.0 8040.0 129.0 3084.0 1603.0 144
4113.0 20484.0 25957.0 1158.0 8604.0 5206.0 145
24904.0 3836.0 5330.0 3443.0 454.0 3178.0 146
4822.0 6721.0 9170.0 993.0 4973.0 3637.0 147
1725.0 3651.0 12822.0 824.0 4424.0 2157.0 148
18840.0 1371.0 3135.0 3001.0 352.0 184.0 149
2438.0 8002.0 9819.0 6269.0 3459.0 3.0 150
11519.0 6152.0 10868.0 584.0 5121.0 1476.0 151
12126.0 3199.0 6975.0 480.0 3140.0 545.0 152
17160.0 1200.0 3412.0 2417.0 174.0 1136.0 153
260.0 8675.0 13430.0 1116.0 7015.0 323.0 154
5924.0 584.0 542.0 4052.0 283.0 434.0 155
17773.0 1366.0 2474.0 3378.0 811.0 418.0 156
5181.0 22044.0 21531.0 1740.0 7353.0 4985.0 157
5567.0 871.0 2010.0 3383.0 375.0 569.0 158
13537.0 4257.0 5034.0 155.0 249.0 3271.0 159
180.0 3485.0 20292.0 959.0 5618.0 666.0 160
18291.0 1266.0 21042.0 5373.0 4173.0 14472.0 161
8190.0 6343.0 9794.0 1285.0 1901.0 1780.0 162
19219.0 1840.0 1658.0 8195.0 349.0 483.0 163
834.0 11577.0 11522.0 275.0 4027.0 1856.0 164
1640.0 3259.0 3655.0 868.0 1202.0 1653.0 165
503.0 112.0 778.0 895.0 56.0 132.0 166
85.0 20959.0 45828.0 36.0 24231.0 1423.0 167
20398.0 1137.0 3.0 4407.0 3.0 975.0 168
19899.0 5332.0 8713.0 8132.0 764.0 648.0 169
3830.0 5291.0 14855.0 317.0 6694.0 3182.0 170
514.0 7677.0 19805.0 937.0 9836.0 716.0 171
11818.0 1648.0 1694.0 2276.0 169.0 1647.0 172
10362.0 9232.0 11009.0 737.0 3537.0 2342.0 173
286.0 1208.0 5241.0 2515.0 153.0 1442.0 174
12669.0 9656.0 7561.0 214.0 2674.0 1338.0 175
5963.0 3648.0 6192.0 425.0 1716.0 750.0 176
45640.0 6958.0 6536.0 7368.0 1532.0 230.0 177
21632.0 1318.0 2886.0 266.0 918.0 405.0 178
11134.0 793.0 2988.0 2715.0 276.0 610.0 179
24653.0 9465.0 12091.0 294.0 5058.0 2168.0 180
327.0 918.0 4710.0 74.0 334.0 11.0 181
5809.0 735.0 803.0 1393.0 79.0 429.0 182
3087.0 8080.0 8282.0 661.0 721.0 36.0 183
10766.0 1175.0 2067.0 2096.0 301.0 167.0 184
688.0 5491.0 11091.0 833.0 4239.0 436.0 185
7823.0 6245.0 6544.0 4154.0 4074.0 964.0 186
3366.0 5403.0 12974.0 4400.0 5977.0 1744.0 187
6353.0 8808.0 7684.0 2405.0 3516.0 7844.0 188
491.0 10473.0 11532.0 744.0 5611.0 224.0 189
622.0 55.0 137.0 75.0 7.0 8.0 190
30379.0 13252.0 5189.0 321.0 51.0 1450.0 191
29729.0 4786.0 7326.0 6130.0 361.0 1083.0 192
31714.0 12319.0 11757.0 287.0 3881.0 2931.0 193
31812.0 1433.0 1651.0 800.0 113.0 1440.0 194
5531.0 15726.0 26870.0 2367.0 13726.0 446.0 195
7388.0 1882.0 2174.0 720.0 47.0 537.0 196
12754.0 2762.0 2530.0 8693.0 627.0 1117.0 197
13779.0 1970.0 1648.0 596.0 227.0 436.0 198
19913.0 6759.0 13462.0 1256.0 5141.0 834.0 199
|Final midpoints|
Fresh Milk Grocery Frozen Detergents_Paper Delicassen Cluster# #Points %
12759.0 7330.0 4533.0 1752.0 20.0 2631.0 0 1 0.23%
11405.0 596.0 1638.0 3347.0 69.0 360.0 1 2 0.45%
7780.0 2495.0 9464.0 669.0 2518.0 501.0 2 2 0.45%
12212.0 201.0 245.0 1991.0 25.0 860.0 3 2 0.45%
9203.0 3373.0 2707.0 1286.0 1082.0 526.0 4 3 0.68%
9396.0 11601.0 15775.0 2896.0 7677.0 1295.0 5 2 0.45%
2343.0 7845.0 11874.0 52.0 4196.0 1697.0 6 1 0.23%
3347.0 4051.0 6996.0 239.0 1538.0 301.0 7 2 0.45%
11867.0 3327.0 4814.0 1178.0 3837.0 120.0 8 1 0.23%
27329.0 1449.0 1947.0 2436.0 204.0 1333.0 9 7 1.59%
1502.0 1979.0 2262.0 425.0 483.0 395.0 10 5 1.14%
12356.0 6036.0 8887.0 402.0 1382.0 2794.0 11 2 0.45%
10253.0 1114.0 3821.0 397.0 964.0 412.0 12 1 0.23%
6006.0 11093.0 18881.0 1159.0 7425.0 2098.0 13 1 0.23%
19176.0 3065.0 5956.0 2033.0 2575.0 2802.0 14 1 0.23%
1454.0 6337.0 10704.0 133.0 6830.0 1831.0 15 5 1.14%
44466.0 54259.0 55571.0 7782.0 24171.0 6465.0 16 1 0.23%
1020.0 8816.0 12121.0 134.0 4508.0 1080.0 17 1 0.23%
955.0 5479.0 6536.0 333.0 2840.0 707.0 18 3 0.68%
14903.0 2032.0 2479.0 576.0 955.0 328.0 19 1 0.23%
6269.0 1095.0 1980.0 3860.0 609.0 2162.0 20 1 0.23%
23.0 2616.0 8118.0 145.0 3874.0 217.0 21 3 0.68%
11002.0 7075.0 4945.0 1152.0 120.0 395.0 22 2 0.45%
5417.0 9933.0 10487.0 38.0 7572.0 1282.0 23 2 0.45%
11170.0 10769.0 8814.0 2194.0 1976.0 143.0 24 1 0.23%
10850.0 7555.0 14961.0 188.0 6899.0 46.0 25 1 0.23%
30624.0 7209.0 4897.0 18711.0 763.0 2876.0 26 3 0.68%
10405.0 1596.0 1096.0 8425.0 399.0 318.0 27 3 0.68%
22925.0 73498.0 32114.0 987.0 20070.0 903.0 28 1 0.23%
13624.0 295.0 1381.0 890.0 43.0 84.0 29 3 0.68%
355.0 7704.0 14682.0 398.0 8077.0 303.0 30 2 0.45%
35942.0 38369.0 59598.0 3254.0 26701.0 2017.0 31 1 0.23%
18815.0 3610.0 11107.0 1148.0 2134.0 2963.0 32 1 0.23%
7579.0 4956.0 9426.0 1669.0 3321.0 2566.0 33 1 0.23%
4098.0 29892.0 26866.0 2616.0 17740.0 1340.0 34 1 0.23%
13265.0 1196.0 4221.0 6404.0 507.0 1788.0 35 1 0.23%
1989.0 10690.0 19460.0 233.0 11577.0 2153.0 36 6 1.36%
12579.0 11114.0 17569.0 805.0 6457.0 1519.0 37 2 0.45%
18827.0 3677.0 1988.0 118.0 516.0 201.0 38 2 0.45%
200.0 25862.0 19816.0 651.0 8773.0 6250.0 39 1 0.23%
18601.0 6327.0 10099.0 2205.0 2767.0 3181.0 40 4 0.91%
9670.0 7027.0 10471.0 541.0 4618.0 65.0 41 2 0.45%
16705.0 2037.0 3202.0 10643.0 116.0 1365.0 42 2 0.45%
2926.0 3195.0 3268.0 405.0 1680.0 693.0 43 2 0.45%
21217.0 6208.0 14982.0 3095.0 6707.0 602.0 44 1 0.23%
13146.0 1124.0 4523.0 1420.0 549.0 497.0 45 2 0.45%
4967.0 21412.0 28921.0 1798.0 13583.0 1163.0 46 3 0.68%
20874.0 1563.0 1783.0 2320.0 550.0 772.0 47 5 1.14%
1420.0 10810.0 16267.0 1593.0 6766.0 1838.0 48 4 0.91%
2427.0 7097.0 10391.0 1127.0 4314.0 1468.0 49 2 0.45%
17546.0 4519.0 4602.0 1066.0 2259.0 2124.0 50 3 0.68%
12205.0 12697.0 28540.0 869.0 12034.0 1009.0 51 3 0.68%
37036.0 7152.0 8253.0 2995.0 20.0 3.0 52 2 0.45%
43265.0 5025.0 8117.0 6312.0 1579.0 14351.0 53 1 0.23%
21465.0 7243.0 10685.0 880.0 2386.0 2749.0 54 1 0.23%
1406.0 16729.0 28986.0 673.0 836.0 3.0 55 1 0.23%
2932.0 6459.0 7677.0 2561.0 4573.0 1386.0 56 3 0.68%
7864.0 542.0 4042.0 9735.0 165.0 46.0 57 5 1.14%
5509.0 1461.0 2251.0 547.0 187.0 409.0 58 2 0.45%
42312.0 926.0 1510.0 1718.0 410.0 1819.0 59 2 0.45%
17023.0 5139.0 5230.0 7888.0 330.0 1755.0 60 3 0.68%
56159.0 555.0 902.0 10002.0 212.0 2916.0 61 2 0.45%
9.0 1534.0 7417.0 175.0 3468.0 27.0 62 1 0.23%
1531.0 8397.0 6981.0 247.0 2505.0 1236.0 63 1 0.23%
1289.0 3328.0 2022.0 531.0 255.0 1774.0 64 10 2.27%
7149.0 2428.0 699.0 6316.0 395.0 911.0 65 6 1.36%
9413.0 8259.0 5126.0 666.0 1795.0 1451.0 66 2 0.45%
31276.0 1917.0 4469.0 9408.0 2381.0 4334.0 67 1 0.23%
5414.0 717.0 2155.0 2399.0 69.0 750.0 68 5 1.14%
14438.0 2295.0 1733.0 3220.0 585.0 1561.0 69 2 0.45%
4625.0 8579.0 7030.0 4575.0 2447.0 1542.0 70 1 0.23%
3103.0 14069.0 21955.0 1668.0 6792.0 1452.0 71 4 0.91%
5264.0 3683.0 5005.0 1057.0 2024.0 1130.0 72 2 0.45%
16165.0 4230.0 7595.0 201.0 4003.0 57.0 73 4 0.91%
43088.0 2100.0 2609.0 1200.0 1107.0 823.0 74 4 0.91%
22647.0 9776.0 13792.0 2915.0 4482.0 5778.0 75 1 0.23%
15168.0 10556.0 12477.0 1920.0 6506.0 714.0 76 2 0.45%
24025.0 4332.0 4757.0 9510.0 1145.0 5864.0 77 1 0.23%
20049.0 1891.0 2362.0 5343.0 411.0 933.0 78 3 0.68%
7005.0 829.0 3009.0 430.0 610.0 529.0 79 3 0.68%
15177.0 2024.0 3810.0 2665.0 232.0 610.0 80 1 0.23%
12434.0 540.0 283.0 1092.0 3.0 2233.0 81 1 0.23%
403.0 254.0 610.0 774.0 54.0 63.0 82 5 1.14%
16225.0 1825.0 1765.0 853.0 170.0 1067.0 83 3 0.68%
29955.0 4362.0 5428.0 1729.0 862.0 4626.0 84 1 0.23%
8258.0 2344.0 2147.0 3896.0 266.0 635.0 85 1 0.23%
112151.0 29627.0 18148.0 16745.0 4948.0 8550.0 86 1 0.23%
8590.0 3045.0 7854.0 96.0 4095.0 225.0 87 3 0.68%
717.0 3587.0 6532.0 7530.0 529.0 894.0 88 3 0.68%
76237.0 3473.0 7102.0 16538.0 778.0 918.0 89 2 0.45%
3157.0 4888.0 2500.0 4477.0 273.0 2165.0 90 2 0.45%
11594.0 7779.0 12144.0 3252.0 8035.0 3029.0 91 1 0.23%
40721.0 3916.0 5876.0 532.0 2587.0 1278.0 92 1 0.23%
9670.0 2280.0 2112.0 520.0 402.0 347.0 93 2 0.45%
3463.0 9250.0 2368.0 779.0 302.0 1627.0 94 1 0.23%
219.0 9540.0 14403.0 283.0 7818.0 156.0 95 2 0.45%
7107.0 1012.0 2974.0 806.0 355.0 1142.0 96 3 0.68%
4760.0 1227.0 3250.0 3724.0 1247.0 1145.0 97 6 1.36%
5224.0 7603.0 8584.0 2540.0 3674.0 238.0 98 1 0.23%
56082.0 3504.0 8906.0 18028.0 1480.0 2498.0 99 1 0.23%
6300.0 1289.0 2591.0 1170.0 199.0 326.0 100 1 0.23%
16936.0 6250.0 1981.0 7332.0 118.0 64.0 101 1 0.23%
36847.0 43950.0 20170.0 36534.0 239.0 47943.0 102 1 0.23%
5626.0 12220.0 11323.0 206.0 5038.0 244.0 103 2 0.45%
4420.0 5139.0 2661.0 8872.0 1321.0 181.0 104 2 0.45%
2446.0 7260.0 3993.0 5870.0 788.0 3095.0 105 1 0.23%
694.0 8533.0 10518.0 443.0 6907.0 156.0 106 1 0.23%
5876.0 6157.0 2933.0 839.0 370.0 4478.0 107 3 0.68%
6990.0 3880.0 5380.0 1647.0 319.0 1160.0 108 1 0.23%
8040.0 7639.0 11687.0 2758.0 6839.0 404.0 109 1 0.23%
11173.0 2521.0 3355.0 1517.0 310.0 222.0 110 3 0.68%
22039.0 8384.0 34792.0 42.0 12591.0 4430.0 111 1 0.23%
36050.0 1642.0 2961.0 4787.0 500.0 1621.0 112 3 0.68%
22615.0 5410.0 7198.0 3915.0 1777.0 5185.0 113 2 0.45%
9898.0 961.0 2861.0 3151.0 242.0 833.0 114 2 0.45%
2101.0 589.0 314.0 346.0 70.0 310.0 115 3 0.68%
11686.0 2154.0 6824.0 3527.0 592.0 697.0 116 2 0.45%
3.0 2920.0 6252.0 440.0 223.0 709.0 117 2 0.45%
140.0 8847.0 3823.0 142.0 1062.0 3.0 118 2 0.45%
8797.0 10646.0 14886.0 2471.0 8969.0 1438.0 119 1 0.23%
9658.0 2182.0 1909.0 5639.0 215.0 323.0 120 4 0.91%
8352.0 2820.0 1293.0 779.0 656.0 144.0 121 2 0.45%
8170.0 6448.0 1139.0 2181.0 58.0 247.0 122 1 0.23%
17623.0 4280.0 7305.0 2279.0 960.0 2616.0 123 1 0.23%
9434.0 1042.0 1235.0 436.0 256.0 396.0 124 1 0.23%
630.0 11095.0 23998.0 787.0 9529.0 72.0 125 3 0.68%
9198.0 27472.0 32034.0 3232.0 18906.0 5130.0 126 4 0.91%
26373.0 36423.0 22019.0 5154.0 4337.0 16523.0 127 1 0.23%
11314.0 3090.0 2062.0 35009.0 71.0 2698.0 128 2 0.45%
4591.0 15729.0 16709.0 33.0 6956.0 433.0 129 2 0.45%
19046.0 2770.0 2469.0 8853.0 483.0 2708.0 130 3 0.68%
2861.0 6570.0 9618.0 930.0 4004.0 1682.0 131 2 0.45%
7057.0 9810.0 9568.0 1762.0 3293.0 1776.0 132 3 0.68%
16117.0 46197.0 92780.0 1026.0 40827.0 2944.0 133 1 0.23%
5387.0 4979.0 3343.0 825.0 637.0 929.0 134 1 0.23%
15615.0 12653.0 19858.0 4425.0 7108.0 2379.0 135 1 0.23%
4020.0 3234.0 1498.0 2395.0 264.0 255.0 136 4 0.91%
7769.0 1936.0 2177.0 926.0 73.0 520.0 137 3 0.68%
3009.0 521.0 854.0 3470.0 949.0 727.0 138 2 0.45%
18044.0 1080.0 2000.0 2555.0 118.0 1266.0 139 3 0.68%
14100.0 2132.0 3445.0 1336.0 1491.0 548.0 140 1 0.23%
2612.0 4339.0 3133.0 2088.0 820.0 985.0 141 4 0.91%
14276.0 803.0 3045.0 485.0 100.0 518.0 142 1 0.23%
15587.0 1014.0 3970.0 910.0 139.0 1378.0 143 1 0.23%
6137.0 5360.0 8040.0 129.0 3084.0 1603.0 144 4 0.91%
4113.0 20484.0 25957.0 1158.0 8604.0 5206.0 145 2 0.45%
24904.0 3836.0 5330.0 3443.0 454.0 3178.0 146 3 0.68%
4822.0 6721.0 9170.0 993.0 4973.0 3637.0 147 2 0.45%
1725.0 3651.0 12822.0 824.0 4424.0 2157.0 148 1 0.23%
18840.0 1371.0 3135.0 3001.0 352.0 184.0 149 2 0.45%
2438.0 8002.0 9819.0 6269.0 3459.0 3.0 150 1 0.23%
11519.0 6152.0 10868.0 584.0 5121.0 1476.0 151 1 0.23%
12126.0 3199.0 6975.0 480.0 3140.0 545.0 152 1 0.23%
17160.0 1200.0 3412.0 2417.0 174.0 1136.0 153 1 0.23%
260.0 8675.0 13430.0 1116.0 7015.0 323.0 154 1 0.23%
5924.0 584.0 542.0 4052.0 283.0 434.0 155 2 0.45%
17773.0 1366.0 2474.0 3378.0 811.0 418.0 156 3 0.68%
5181.0 22044.0 21531.0 1740.0 7353.0 4985.0 157 2 0.45%
5567.0 871.0 2010.0 3383.0 375.0 569.0 158 4 0.91%
13537.0 4257.0 5034.0 155.0 249.0 3271.0 159 2 0.45%
180.0 3485.0 20292.0 959.0 5618.0 666.0 160 2 0.45%
18291.0 1266.0 21042.0 5373.0 4173.0 14472.0 161 1 0.23%
8190.0 6343.0 9794.0 1285.0 1901.0 1780.0 162 1 0.23%
19219.0 1840.0 1658.0 8195.0 349.0 483.0 163 5 1.14%
834.0 11577.0 11522.0 275.0 4027.0 1856.0 164 3 0.68%
1640.0 3259.0 3655.0 868.0 1202.0 1653.0 165 2 0.45%
503.0 112.0 778.0 895.0 56.0 132.0 166 2 0.45%
85.0 20959.0 45828.0 36.0 24231.0 1423.0 167 1 0.23%
20398.0 1137.0 3.0 4407.0 3.0 975.0 168 2 0.45%
19899.0 5332.0 8713.0 8132.0 764.0 648.0 169 3 0.68%
3830.0 5291.0 14855.0 317.0 6694.0 3182.0 170 2 0.45%
514.0 7677.0 19805.0 937.0 9836.0 716.0 171 2 0.45%
11818.0 1648.0 1694.0 2276.0 169.0 1647.0 172 3 0.68%
10362.0 9232.0 11009.0 737.0 3537.0 2342.0 173 1 0.23%
286.0 1208.0 5241.0 2515.0 153.0 1442.0 174 2 0.45%
12669.0 9656.0 7561.0 214.0 2674.0 1338.0 175 2 0.45%
5963.0 3648.0 6192.0 425.0 1716.0 750.0 176 3 0.68%
45640.0 6958.0 6536.0 7368.0 1532.0 230.0 177 4 0.91%
21632.0 1318.0 2886.0 266.0 918.0 405.0 178 4 0.91%
11134.0 793.0 2988.0 2715.0 276.0 610.0 179 2 0.45%
24653.0 9465.0 12091.0 294.0 5058.0 2168.0 180 3 0.68%
327.0 918.0 4710.0 74.0 334.0 11.0 181 1 0.23%
5809.0 735.0 803.0 1393.0 79.0 429.0 182 6 1.36%
3087.0 8080.0 8282.0 661.0 721.0 36.0 183 2 0.45%
10766.0 1175.0 2067.0 2096.0 301.0 167.0 184 6 1.36%
688.0 5491.0 11091.0 833.0 4239.0 436.0 185 2 0.45%
7823.0 6245.0 6544.0 4154.0 4074.0 964.0 186 1 0.23%
3366.0 5403.0 12974.0 4400.0 5977.0 1744.0 187 3 0.68%
6353.0 8808.0 7684.0 2405.0 3516.0 7844.0 188 1 0.23%
491.0 10473.0 11532.0 744.0 5611.0 224.0 189 1 0.23%
622.0 55.0 137.0 75.0 7.0 8.0 190 1 0.23%
30379.0 13252.0 5189.0 321.0 51.0 1450.0 191 2 0.45%
29729.0 4786.0 7326.0 6130.0 361.0 1083.0 192 2 0.45%
31714.0 12319.0 11757.0 287.0 3881.0 2931.0 193 1 0.23%
31812.0 1433.0 1651.0 800.0 113.0 1440.0 194 2 0.45%
5531.0 15726.0 26870.0 2367.0 13726.0 446.0 195 3 0.68%
7388.0 1882.0 2174.0 720.0 47.0 537.0 196 2 0.45%
12754.0 2762.0 2530.0 8693.0 627.0 1117.0 197 2 0.45%
13779.0 1970.0 1648.0 596.0 227.0 436.0 198 2 0.45%
19913.0 6759.0 13462.0 1256.0 5141.0 834.0 199 1 0.23%
|Number of iteration: 5|
|Elapsed Time: 13.790019035339355 seconds|
|Square Error|
|Within Sum Square Error (WSSE): | 0.536825077564435
|Between Sum Square Error (BSSE): | 24.387419427101104
|Total Sum Square Error (SSE): | 24.924244504665538
